timestamp,source_ip,destination_ip,action,severity
2024-09-01T18:45:01,119.58.171.52,38.88.155.58,ALLOW,Low
2024-02-28T11:39:30,61.166.81.107,85.72.122.154,DENY,Medium
2024-02-29T09:19:12,74.27.144.20,177.170.82.11,ALLOW,Medium
2024-01-25T02:39:46,151.134.193.252,113.210.153.218,DENY,High
2024-06-04T00:25:23,70.243.171.109,56.119.1.21,DENY,Medium
2024-02-21T18:56:47,194.2.190.255,99.188.223.109,ALLOW,Low
2024-07-08T01:18:53,63.80.27.52,185.182.106.94,DENY,Medium
2024-03-13T19:13:01,172.165.228.130,143.165.189.99,DENY,Low
2024-03-01T11:32:01,76.127.192.153,72.151.209.215,DENY,Low
2024-03-31T08:53:40,13.47.71.42,84.167.158.195,ALLOW,Medium
2024-07-24T14:26:53,193.246.134.189,194.68.11.38,DENY,Medium
2024-07-23T14:58:30,97.157.103.43,157.222.139.178,DENY,Medium
2024-02-05T08:38:41,47.57.126.17,138.25.106.223,DENY,Low
2024-12-03T11:51:21,44.133.66.25,123.59.54.156,DENY,Low
2024-07-23T01:57:40,38.221.177.137,29.97.220.57,DENY,Low
2024-05-04T20:41:05,95.69.27.146,199.125.251.213,ALLOW,Medium
2024-11-08T05:49:01,130.53.68.138,191.204.164.115,ALLOW,Low
2024-06-12T17:51:05,39.83.95.18,7.162.90.158,ALLOW,Low
2024-10-22T07:43:24,97.64.251.139,105.240.223.73,ALLOW,Low
2024-04-14T17:12:50,177.117.74.92,80.93.27.235,DENY,Medium
2024-11-04T09:17:15,2.96.59.199,223.134.28.8,ALLOW,Medium
2024-04-05T04:33:46,136.186.106.1,102.51.157.103,ALLOW,Medium
2024-07-24T04:27:36,205.75.193.71,198.131.64.100,DENY,Low
2024-04-17T03:37:15,196.22.67.12,42.71.64.208,DENY,Medium
2024-01-01T00:57:28,71.13.203.95,209.76.254.249,ALLOW,Medium
2024-08-01T03:38:49,157.179.42.245,48.234.181.150,DENY,Medium
2024-03-29T22:46:28,133.255.116.172,63.56.219.210,ALLOW,Medium
2024-04-08T13:26:06,195.70.167.226,58.63.3.158,DENY,Medium
2024-07-06T09:00:11,187.71.43.152,221.45.26.45,ALLOW,Medium
2024-12-03T06:07:00,41.36.172.146,17.170.32.193,ALLOW,Medium
2024-09-18T06:12:10,222.40.44.37,168.110.50.18,DENY,High
2024-08-17T13:51:41,195.28.80.17,196.234.56.133,DENY,Medium
2024-10-24T03:12:25,194.108.249.45,93.147.0.42,DENY,Low
2024-04-04T06:39:07,11.152.188.216,45.194.72.221,DENY,Medium
2024-01-12T05:17:38,119.248.93.147,26.121.239.8,DENY,Medium
2024-02-20T01:36:51,162.156.221.1,176.69.205.166,ALLOW,Low
2024-09-08T12:26:24,11.18.41.68,82.238.113.11,DENY,Low
2024-01-09T19:19:05,136.52.114.172,130.156.111.73,ALLOW,Low
2024-08-01T23:56:24,20.38.111.188,178.83.198.119,ALLOW,Medium
2024-05-22T21:59:31,156.189.251.209,193.239.28.170,ALLOW,Low
2024-06-04T18:37:55,139.7.50.156,65.53.135.119,DENY,Low
2024-06-30T02:20:58,123.21.12.58,122.144.253.138,DENY,Low
2024-11-19T23:44:45,144.214.79.121,181.230.235.105,DENY,Low
2024-08-30T13:18:47,170.56.99.79,47.71.161.177,ALLOW,Low
2024-07-14T06:21:56,69.30.88.247,32.55.251.216,ALLOW,Low
2024-07-24T07:07:38,154.5.138.0,173.5.250.180,ALLOW,Low
2024-07-17T18:39:57,144.119.130.24,22.97.68.170,DENY,Medium
2024-11-28T22:28:33,6.98.62.68,4.63.87.90,ALLOW,High
2024-05-01T03:46:50,137.94.245.126,177.234.164.150,ALLOW,Low
2024-03-21T18:58:56,43.72.31.245,106.202.125.122,DENY,Medium
2024-08-16T16:19:24,117.238.25.143,188.87.96.230,DENY,Low
2024-08-31T04:57:07,75.29.170.16,171.93.43.26,DENY,Low
2024-11-16T09:48:09,176.219.169.198,119.159.158.221,ALLOW,Low
2024-05-10T17:11:45,19.28.15.145,70.43.98.212,DENY,High
2024-01-29T19:31:20,178.115.91.33,129.146.33.0,ALLOW,Medium
2024-05-29T15:48:27,103.57.148.240,190.113.236.42,ALLOW,Low
2024-05-29T15:04:42,84.38.242.8,214.194.167.14,ALLOW,Low
2024-03-25T17:34:52,173.252.174.20,136.73.26.199,DENY,Low
2024-05-13T03:20:28,122.109.64.87,206.70.185.227,DENY,Low
2024-01-31T21:35:58,220.242.60.169,152.187.187.188,ALLOW,Low
2024-12-02T06:14:11,108.24.154.231,73.84.242.117,ALLOW,Low
2024-04-20T14:43:11,186.145.210.48,178.32.12.196,ALLOW,High
2024-08-15T07:46:44,215.40.209.45,26.92.136.156,ALLOW,High
2024-05-03T09:25:36,162.191.126.20,160.224.132.172,DENY,Low
2024-03-02T14:01:16,121.233.78.183,31.17.40.25,DENY,Medium
2024-05-01T11:25:43,48.140.217.82,2.244.237.142,DENY,Medium
2024-05-08T11:51:26,181.163.126.42,181.83.167.185,DENY,Low
2024-07-28T11:01:01,122.80.103.195,186.139.75.217,ALLOW,Low
2024-01-04T02:58:05,5.74.106.70,72.233.181.253,ALLOW,Low
2024-11-02T19:14:01,207.67.161.34,175.229.1.224,ALLOW,Low
2024-06-28T09:40:42,164.7.156.7,31.88.7.29,DENY,Low
2024-03-12T12:56:56,169.147.87.115,59.135.92.119,DENY,Medium
2024-11-11T06:50:55,124.91.243.140,181.72.175.242,ALLOW,Low
2024-09-27T09:08:08,136.20.120.76,38.185.63.121,ALLOW,Medium
2024-05-18T05:33:39,195.137.151.189,78.70.154.19,ALLOW,Low
2024-04-18T03:01:49,84.160.230.242,219.155.152.159,DENY,Low
2024-07-10T19:48:30,92.237.255.74,218.210.219.50,ALLOW,Low
2024-03-28T11:55:18,90.112.235.58,111.84.160.89,ALLOW,High
2024-06-07T00:39:10,199.248.126.172,132.123.51.191,DENY,Low
2024-11-22T06:08:19,115.64.113.74,191.1.78.193,DENY,Low
2024-02-20T00:26:16,51.218.170.96,128.220.68.244,ALLOW,Low
2024-08-14T16:43:41,116.94.216.99,204.53.248.124,DENY,Low
2024-05-21T23:39:16,3.202.161.155,12.248.51.85,ALLOW,Medium
2024-10-05T08:03:35,5.69.170.182,110.138.246.85,DENY,Low
2024-01-03T21:41:03,17.118.134.69,153.248.197.217,ALLOW,Low
2024-01-22T00:16:21,163.19.42.193,21.27.151.195,ALLOW,Low
2024-02-04T06:33:44,34.104.112.246,95.147.53.107,DENY,Low
2024-03-04T17:43:26,197.207.34.207,144.7.200.180,DENY,Low
2024-02-10T16:12:58,49.163.190.56,195.238.245.190,DENY,Low
2024-05-31T08:55:49,210.50.174.136,3.125.82.84,DENY,Medium
2024-08-25T22:44:40,60.208.230.68,194.228.236.83,ALLOW,Medium
2024-10-20T12:41:07,49.80.167.118,12.187.29.6,ALLOW,Low
2024-01-25T01:12:41,120.217.26.110,138.40.0.230,DENY,Medium
2024-07-31T20:01:20,199.198.101.21,105.105.222.40,ALLOW,Medium
2024-11-15T04:14:10,85.11.73.135,114.30.94.105,ALLOW,Low
2024-06-07T12:17:49,219.205.172.254,198.58.9.237,DENY,Low
2024-10-28T19:08:43,210.141.173.5,135.238.17.60,DENY,Medium
2024-10-30T16:06:51,120.243.53.135,116.105.10.233,DENY,Low
2024-05-17T02:51:52,46.169.61.12,29.223.46.159,DENY,Low
2024-08-19T04:45:42,194.167.90.158,55.237.116.51,DENY,Low
2024-02-20T19:12:15,101.114.63.172,177.125.120.157,ALLOW,Low
2024-10-19T14:10:46,5.205.218.31,16.214.37.243,ALLOW,Medium
2024-01-05T22:29:31,74.31.22.206,2.67.252.180,DENY,Low
2024-07-31T21:45:17,150.20.0.202,37.35.212.228,DENY,Low
2024-09-21T19:59:52,7.86.67.56,76.174.85.253,ALLOW,Low
2024-05-21T22:43:33,60.159.148.125,148.10.153.31,ALLOW,Medium
2024-08-16T08:26:56,161.184.22.100,221.115.202.171,ALLOW,Medium
2024-03-01T21:21:34,95.116.167.247,91.64.53.135,ALLOW,Low
2024-06-08T12:45:18,92.66.168.223,21.116.208.37,DENY,Low
2024-07-27T12:54:02,57.251.102.59,60.120.2.0,DENY,Low
2024-07-09T09:54:57,116.149.108.60,156.2.251.193,DENY,Low
2024-04-06T21:06:13,155.108.182.25,40.188.111.88,ALLOW,High
2024-01-07T03:53:31,216.150.91.139,42.223.67.117,ALLOW,Low
2024-07-09T00:14:14,49.14.110.103,114.194.111.9,ALLOW,Low
2024-04-27T15:37:14,210.192.211.159,196.241.251.250,ALLOW,Medium
2024-07-24T15:26:50,101.177.137.44,108.231.59.191,DENY,Low
2024-10-06T23:59:08,209.134.142.122,166.205.30.150,ALLOW,High
2024-09-06T20:32:58,31.78.198.63,165.112.118.199,DENY,Medium
2024-03-14T18:10:31,94.178.149.145,212.17.124.240,ALLOW,Low
2024-09-13T08:27:13,159.153.92.84,99.14.29.245,ALLOW,Low
2024-01-28T04:35:18,191.32.98.132,181.114.110.28,ALLOW,Low
2024-02-28T23:35:51,213.164.108.40,112.207.147.162,DENY,Medium
2024-03-15T16:55:00,213.216.92.4,161.110.100.96,DENY,Medium
2024-02-13T09:57:18,187.50.29.11,137.93.14.130,ALLOW,Low
2024-03-10T10:27:55,50.146.94.108,55.59.33.172,ALLOW,Low
2024-10-11T22:24:54,169.244.6.101,43.227.30.133,DENY,Low
2024-10-08T17:37:14,182.19.203.241,108.104.131.250,DENY,Low
2024-11-02T13:28:26,44.208.240.210,89.156.68.224,DENY,Low
2024-08-27T15:22:29,33.122.10.29,74.131.200.32,ALLOW,Low
2024-01-20T23:25:28,48.85.82.83,220.240.182.144,DENY,High
2024-03-09T15:29:49,132.239.222.93,148.115.244.211,DENY,Medium
2024-06-08T22:39:59,122.190.194.87,129.46.235.28,DENY,Low
2024-03-24T01:50:29,68.132.72.106,145.123.124.127,ALLOW,Low
2024-09-08T05:20:10,43.40.26.12,19.190.83.244,ALLOW,Low
2024-05-05T18:12:35,105.202.102.6,75.251.228.196,DENY,High
2024-08-28T12:49:44,45.212.56.164,139.184.202.74,ALLOW,Low
2024-02-17T23:55:55,76.117.130.4,61.175.66.207,DENY,High
2024-06-06T19:48:17,61.27.95.77,132.24.173.20,DENY,Low
2024-07-16T14:49:43,209.86.218.249,85.241.214.119,DENY,Low
2024-04-29T06:31:28,195.72.68.193,58.238.57.51,DENY,Low
2024-02-22T13:01:36,204.193.195.138,165.227.147.105,DENY,Low
2024-02-27T16:43:45,85.190.97.133,148.252.16.31,ALLOW,Low
2024-02-08T21:58:12,28.193.207.171,64.235.101.15,DENY,Low
2024-07-16T19:11:30,176.224.90.196,193.101.210.169,DENY,High
2024-01-05T10:47:15,200.105.73.187,129.90.62.55,DENY,Low
2024-06-15T15:10:04,143.129.15.240,41.69.17.183,DENY,Low
2024-09-06T00:10:54,124.70.2.54,4.215.131.74,ALLOW,Low
2024-02-18T09:35:17,199.84.229.146,63.168.213.177,DENY,Low
2024-04-16T06:19:07,177.123.180.46,19.108.214.202,ALLOW,Medium
2024-06-18T07:19:38,52.203.232.121,182.249.136.228,ALLOW,Medium
2024-04-02T09:01:23,59.32.7.26,132.124.89.66,ALLOW,Low
2024-04-03T22:42:14,197.219.143.33,114.128.28.246,ALLOW,Medium
2024-09-24T04:46:29,217.229.226.215,191.105.206.213,DENY,Medium
2024-02-01T03:04:55,143.31.189.83,81.197.141.187,ALLOW,Low
2024-03-03T20:29:00,112.146.168.124,200.165.14.200,DENY,High
2024-06-02T04:19:26,71.253.115.143,59.156.69.134,DENY,Medium
2024-08-02T22:09:09,213.85.227.196,62.5.239.1,DENY,High
2024-10-22T15:42:26,170.248.178.179,30.105.121.41,ALLOW,Low
2024-03-24T18:05:33,75.161.117.171,108.235.57.153,ALLOW,Low
2024-05-14T15:11:11,50.180.119.231,86.253.46.177,ALLOW,Low
2024-04-03T18:53:22,69.244.162.179,150.77.176.26,ALLOW,Low
2024-01-22T03:45:09,63.114.217.197,108.75.111.156,ALLOW,Medium
2024-06-11T09:53:37,77.82.88.110,223.240.112.152,ALLOW,Low
2024-02-10T04:26:38,201.132.23.243,209.145.22.130,DENY,Low
2024-11-11T23:50:51,37.115.66.22,223.71.166.39,DENY,Medium
2024-06-11T02:41:36,166.187.118.120,35.141.92.78,ALLOW,Low
2024-04-17T01:50:59,130.218.57.188,89.78.37.224,ALLOW,Low
2024-04-30T14:38:19,102.7.251.96,141.217.242.198,ALLOW,Medium
2024-07-05T15:42:25,24.187.36.127,91.204.23.14,DENY,Medium
2024-01-11T22:21:31,195.52.87.40,50.46.149.78,DENY,Low
2024-03-09T22:42:09,208.36.181.129,201.125.135.194,DENY,Low
2024-08-08T03:58:16,223.208.60.80,32.129.241.122,DENY,Low
2024-03-10T19:01:36,137.215.189.249,155.147.250.179,DENY,Low
2024-10-19T00:33:42,46.240.3.82,154.68.42.254,DENY,Low
2024-01-19T17:38:33,154.93.113.84,24.237.200.54,DENY,Low
2024-11-02T04:43:39,37.114.180.114,204.113.237.4,ALLOW,Medium
2024-09-24T14:22:12,47.72.69.15,185.166.246.197,DENY,Low
2024-10-24T07:33:40,80.93.176.85,69.37.230.178,DENY,Low
2024-10-03T22:47:01,67.162.5.233,121.37.89.150,ALLOW,Low
2024-01-09T20:07:58,189.30.188.97,132.67.67.218,ALLOW,Medium
2024-01-20T10:26:58,38.135.192.245,154.147.214.243,DENY,Medium
2024-03-14T17:21:15,138.131.10.220,52.112.23.102,DENY,High
2024-01-12T14:11:46,61.222.78.37,53.97.184.184,DENY,Medium
2024-02-26T13:11:02,70.196.52.120,56.68.103.55,ALLOW,Low
2024-10-21T16:02:41,157.126.182.18,56.23.251.151,ALLOW,Low
2024-11-17T12:31:44,148.225.158.151,126.230.44.245,DENY,Low
2024-08-01T15:42:07,213.218.47.229,48.69.157.195,DENY,Low
2024-11-16T18:13:28,31.80.16.87,153.123.26.78,DENY,Low
2024-08-21T19:27:10,197.5.194.23,222.176.56.33,ALLOW,Low
2024-09-26T22:07:38,203.9.128.190,195.128.251.75,ALLOW,Medium
2024-10-25T23:02:18,212.59.233.38,99.52.13.152,DENY,Medium
2024-11-11T13:18:10,41.79.144.119,142.30.87.185,ALLOW,Low
2024-01-06T02:52:55,147.201.221.129,211.174.99.21,ALLOW,Low
2024-03-17T19:54:00,134.89.101.78,10.214.6.75,DENY,Low
2024-02-01T14:41:12,201.192.243.48,55.170.146.138,DENY,Low
2024-10-07T06:52:26,212.169.43.43,167.100.167.3,ALLOW,Low
2024-06-06T18:47:25,185.96.166.119,116.43.163.185,DENY,Low
2024-06-12T14:15:06,105.217.63.240,63.29.171.132,ALLOW,Low
2024-11-05T04:45:35,150.193.253.100,125.163.244.249,DENY,Low
2024-07-13T05:50:03,82.29.147.4,144.122.153.194,DENY,Medium
2024-09-02T08:38:18,152.75.198.39,139.218.215.19,DENY,Low
2024-01-10T15:52:24,125.196.14.92,142.159.70.49,DENY,High
2024-11-16T06:27:46,140.88.180.172,109.75.110.38,DENY,Low
2024-11-22T23:37:36,160.11.169.39,117.249.1.4,DENY,Low
2024-01-18T11:19:36,71.103.141.237,6.154.137.184,DENY,Medium
2024-08-12T11:01:18,123.209.177.133,24.99.78.100,DENY,Low
2024-04-24T15:28:03,202.87.70.191,107.7.17.68,ALLOW,High
2024-08-08T05:12:34,87.77.101.213,138.184.225.177,DENY,Low
2024-05-26T17:19:10,214.39.51.66,54.48.35.87,ALLOW,Low
2024-03-01T10:35:31,121.128.105.58,165.97.53.178,DENY,Medium
2024-06-10T09:45:09,134.246.224.77,84.143.18.247,ALLOW,Low
2024-10-06T22:34:32,81.177.201.110,124.203.180.50,DENY,Medium
2024-04-05T22:15:32,77.98.79.104,133.130.251.187,DENY,Low
2024-07-21T07:44:58,65.31.185.180,32.1.73.115,DENY,Low
2024-06-01T18:48:36,50.225.255.178,117.160.100.120,ALLOW,Low
2024-07-14T04:31:48,7.118.41.152,106.171.243.149,ALLOW,Medium
2024-09-06T23:51:02,110.38.188.9,32.48.226.59,ALLOW,Low
2024-10-28T21:30:25,13.201.103.198,53.159.226.105,DENY,High
2024-05-24T23:02:18,193.54.111.244,38.218.243.182,ALLOW,High
2024-05-14T20:20:24,111.89.102.41,41.18.82.153,DENY,Low
2024-08-26T06:02:19,143.181.190.49,158.167.5.150,ALLOW,High
2024-04-07T14:36:28,70.110.24.236,173.190.132.42,ALLOW,Low
2024-03-12T17:11:56,198.86.185.55,176.63.222.160,DENY,Low
2024-08-29T22:14:20,170.106.97.135,185.235.117.193,DENY,Low
2024-06-21T11:35:37,98.255.42.13,18.105.185.232,DENY,Low
2024-04-10T01:40:14,4.81.102.21,9.107.32.55,ALLOW,Medium
2024-03-12T13:00:33,18.141.254.182,98.36.111.220,DENY,Medium
2024-11-02T07:26:57,21.50.41.78,6.113.248.201,ALLOW,Low
2024-08-06T20:53:56,64.126.180.84,86.183.18.17,ALLOW,High
2024-05-06T23:24:03,48.43.206.72,96.208.26.245,ALLOW,Medium
2024-03-30T14:54:46,131.97.159.91,111.85.64.78,ALLOW,Low
2024-05-24T20:49:44,21.191.148.149,191.80.32.82,DENY,Low
2024-05-05T06:05:23,114.93.199.12,130.174.194.176,ALLOW,Low
2024-08-25T07:10:02,124.73.225.105,39.51.38.26,DENY,Low
2024-09-16T00:53:08,113.191.11.10,75.30.107.250,DENY,Low
2024-12-03T16:04:05,89.17.171.34,221.107.68.193,ALLOW,Low
2024-02-13T10:47:02,94.102.140.207,51.105.144.181,ALLOW,High
2024-05-27T01:05:15,82.71.193.140,20.115.204.233,ALLOW,High
2024-08-01T02:16:40,94.90.120.215,176.19.205.67,DENY,Low
2024-01-18T07:09:28,203.126.192.244,166.1.236.7,ALLOW,High
2024-02-13T13:38:08,65.235.15.101,32.215.220.220,ALLOW,Medium
2024-02-15T13:48:33,26.5.70.117,103.40.161.125,ALLOW,Low
2024-11-17T22:45:11,8.62.183.154,5.111.138.11,ALLOW,Low
2024-03-26T21:00:08,169.116.52.25,41.54.174.165,DENY,Low
2024-02-25T08:51:06,148.34.84.206,39.95.246.65,DENY,Low
2024-02-07T01:45:41,174.112.131.167,142.255.54.42,DENY,Low
2024-06-05T15:44:49,54.214.236.10,166.158.53.30,DENY,Low
2024-09-12T04:17:16,63.54.202.21,217.90.245.226,DENY,Low
2024-04-15T12:04:23,142.6.222.27,123.68.35.116,DENY,Medium
2024-05-10T03:58:44,114.11.77.17,13.43.125.94,ALLOW,Low
2024-05-06T01:24:40,89.111.8.27,25.33.79.213,DENY,Low
2024-07-09T15:42:30,66.238.85.171,192.142.143.137,ALLOW,Medium
2024-06-15T21:20:38,114.57.39.65,148.183.30.150,ALLOW,Low
2024-10-29T20:38:07,214.143.73.7,199.160.219.54,DENY,Medium
2024-04-23T08:31:10,32.68.238.128,87.116.230.126,DENY,Low
2024-01-01T06:54:20,62.147.171.91,96.182.232.21,DENY,High
2024-06-09T11:29:29,204.80.68.74,49.91.48.52,DENY,Low
2024-04-29T17:48:42,99.7.230.180,113.217.79.248,DENY,Low
2024-07-04T00:21:10,192.206.74.51,201.128.176.104,DENY,Low
2024-03-30T14:46:44,102.211.73.171,83.189.188.53,ALLOW,Medium
2024-08-24T21:28:41,164.49.204.71,27.23.80.156,ALLOW,Medium
2024-05-02T14:23:17,183.58.132.184,151.187.34.181,DENY,Low
2024-04-03T01:51:59,209.19.157.46,212.78.205.246,ALLOW,Medium
2024-08-18T02:02:48,8.205.207.90,98.211.117.213,ALLOW,Low
2024-04-25T16:43:01,205.135.96.239,205.145.105.51,DENY,Low
2024-11-30T18:14:32,75.9.161.34,150.247.120.144,DENY,Low
2024-10-23T05:27:11,125.33.109.225,86.81.199.102,ALLOW,Low
2024-09-16T10:14:34,140.129.78.75,200.1.130.75,ALLOW,Low
2024-01-04T14:11:57,196.156.184.155,111.226.11.48,ALLOW,Medium
2024-02-18T03:54:29,107.164.201.133,219.139.187.15,DENY,Low
2024-08-20T15:52:19,219.40.199.198,150.110.231.156,ALLOW,Low
2024-10-27T04:02:48,169.164.135.100,46.133.30.190,ALLOW,Medium
2024-02-08T12:14:53,90.243.237.134,99.31.223.152,DENY,Low
2024-01-21T13:35:56,108.9.26.108,120.31.10.254,DENY,Low
2024-04-02T15:01:34,77.16.114.179,108.194.173.251,DENY,Medium
2024-04-17T13:45:46,146.57.28.56,47.251.142.149,ALLOW,Low
2024-09-19T21:46:12,87.50.101.165,94.88.197.202,DENY,Medium
2024-08-10T17:42:44,147.200.32.240,21.30.47.28,DENY,Low
2024-09-03T21:12:15,73.243.17.183,222.191.146.159,DENY,Low
2024-10-22T17:13:52,86.118.29.44,134.10.50.141,ALLOW,High
2024-04-29T15:56:01,180.96.27.195,59.178.215.76,ALLOW,High
2024-05-29T10:58:35,189.109.174.156,131.30.166.113,DENY,Medium
2024-09-12T22:42:33,190.112.78.103,38.48.21.84,DENY,Low
2024-06-08T21:01:31,72.110.57.100,178.186.218.34,DENY,High
2024-09-11T09:26:16,7.80.86.27,60.145.172.113,DENY,Low
2024-01-27T23:27:11,38.231.104.5,5.210.97.210,ALLOW,Medium
2024-10-21T01:33:36,85.34.184.99,53.59.208.59,ALLOW,Low
2024-10-16T17:07:18,167.228.20.190,23.232.118.160,ALLOW,Medium
2024-07-17T06:27:06,7.152.94.47,12.43.81.63,ALLOW,Medium
2024-10-19T07:05:56,205.155.146.222,175.36.64.187,ALLOW,Medium
2024-04-14T21:44:35,14.185.167.9,164.35.152.131,DENY,High
2024-03-06T10:07:40,119.242.133.108,180.74.33.121,DENY,High
2024-08-18T23:01:43,18.214.228.92,12.242.43.27,DENY,Low
2024-08-23T01:21:41,189.94.47.162,165.114.82.64,DENY,Low
2024-03-06T06:24:09,7.69.117.17,45.184.36.229,ALLOW,Low
2024-08-18T11:49:01,186.214.210.213,181.202.39.175,ALLOW,Low
2024-05-18T12:12:42,69.69.203.27,131.230.94.78,DENY,Low
2024-09-17T19:27:53,32.232.97.14,43.234.3.85,DENY,Low
2024-07-02T22:28:42,193.77.46.209,18.194.49.4,DENY,Medium
2024-09-18T23:19:48,194.107.101.183,156.187.20.200,DENY,Medium
2024-09-26T23:09:19,1.63.134.81,184.194.166.118,DENY,Low
2024-02-06T07:14:24,196.24.208.116,112.77.142.192,DENY,High
2024-03-16T19:37:46,7.52.249.45,145.68.9.255,DENY,Low
2024-08-21T09:59:06,219.91.193.133,4.13.174.201,DENY,High
2024-04-01T21:48:28,23.95.61.118,134.6.109.111,ALLOW,Medium
2024-06-05T18:55:29,87.55.192.90,108.146.112.111,ALLOW,Low
2024-11-29T01:38:03,158.218.76.63,107.177.191.208,DENY,Low
2024-03-29T22:25:38,77.46.199.31,172.78.94.83,DENY,Low
2024-03-18T02:11:20,190.98.136.147,70.110.19.2,DENY,Low
2024-04-20T10:38:04,219.28.40.189,28.132.68.176,DENY,Low
2024-11-13T03:22:52,190.246.40.33,132.31.230.211,ALLOW,Low
2024-08-06T08:19:11,37.227.111.161,194.179.27.133,ALLOW,Medium
2024-07-21T05:01:03,21.199.57.79,95.202.169.0,ALLOW,Medium
2024-04-15T05:34:26,68.126.67.41,167.247.89.27,DENY,Low
2024-04-09T06:08:21,166.1.23.209,109.82.211.38,ALLOW,Low
2024-01-09T16:52:06,76.72.237.241,94.237.97.137,DENY,Low
2024-03-05T07:34:04,220.135.79.204,169.184.242.194,DENY,Medium
2024-08-24T06:36:50,98.228.181.0,151.21.204.90,ALLOW,Medium
2024-05-27T01:02:27,203.124.168.109,42.207.174.208,ALLOW,Low
2024-03-27T09:12:49,175.41.12.11,205.77.255.129,ALLOW,Low
2024-05-22T11:35:26,138.189.105.69,180.205.61.124,DENY,Low
2024-02-11T13:27:47,201.7.0.227,160.124.173.213,ALLOW,Medium
2024-06-04T03:17:05,98.15.193.26,49.36.98.165,ALLOW,Low
2024-07-10T03:05:04,4.46.65.73,22.106.81.192,DENY,Low
2024-09-14T21:22:29,63.54.74.134,198.181.144.10,ALLOW,Low
2024-09-16T13:37:23,204.146.167.197,155.51.201.44,ALLOW,Low
2024-10-02T21:35:06,44.80.162.213,64.141.183.58,ALLOW,Medium
2024-04-21T15:35:54,219.249.2.140,113.186.221.5,DENY,Medium
2024-01-26T12:47:41,56.157.35.238,64.217.59.237,DENY,Medium
2024-02-24T14:06:56,137.127.45.113,153.73.191.163,ALLOW,High
2024-04-09T06:56:42,98.245.29.118,103.37.198.219,ALLOW,High
2024-03-30T11:11:03,60.146.25.199,154.68.72.12,DENY,Low
2024-04-14T14:58:15,98.29.4.252,105.208.34.71,DENY,Medium
2024-05-23T15:17:47,86.12.245.74,149.69.86.241,ALLOW,Medium
2024-05-22T02:26:11,133.169.229.103,89.105.139.82,DENY,Low
2024-08-14T10:05:47,197.212.129.22,70.76.205.89,DENY,Low
2024-06-22T00:02:18,164.168.206.245,76.174.41.109,ALLOW,Low
2024-02-23T02:45:15,182.220.237.174,169.215.77.170,DENY,Medium
2024-01-21T00:04:17,89.75.59.8,31.228.150.15,ALLOW,Medium
2024-09-25T23:16:36,149.86.170.155,55.147.38.157,DENY,Low
2024-02-16T05:10:08,43.138.87.14,75.203.41.231,ALLOW,Low
2024-05-07T06:15:27,140.104.219.42,134.96.221.53,DENY,Low
2024-11-23T01:24:06,153.6.98.180,9.247.184.246,DENY,Medium
2024-02-14T05:47:08,132.209.111.45,189.68.114.148,ALLOW,Low
2024-12-02T15:39:18,104.28.95.109,77.142.67.124,ALLOW,Low
2024-07-22T08:58:14,19.251.190.135,217.252.235.85,ALLOW,Low
2024-01-01T14:02:23,75.135.225.109,173.242.217.9,DENY,Low
2024-10-16T18:03:24,196.49.101.4,34.242.48.194,ALLOW,Low
2024-03-20T10:32:31,6.115.141.87,167.5.212.67,DENY,Low
2024-08-07T11:23:12,193.14.115.55,92.146.79.251,DENY,Low
2024-11-27T11:18:57,220.164.179.203,33.164.239.129,DENY,Low
2024-01-04T17:39:36,72.210.28.21,180.116.172.36,DENY,Low
2024-11-29T18:14:51,149.54.90.23,220.31.218.47,DENY,Low
2024-07-20T11:08:16,148.184.99.120,209.170.65.6,ALLOW,Low
2024-01-28T06:39:09,210.217.81.90,20.150.105.211,ALLOW,High
2024-11-16T16:17:54,189.242.197.11,6.248.23.42,DENY,Medium
2024-01-26T05:36:36,174.6.240.216,162.201.52.45,ALLOW,Low
2024-03-10T06:53:42,36.185.32.173,91.250.75.231,ALLOW,Medium
2024-11-15T19:22:54,100.249.246.168,151.224.50.47,DENY,Medium
2024-11-05T22:33:43,167.113.77.68,38.51.27.254,ALLOW,Low
2024-04-12T02:35:48,122.96.143.225,141.230.74.211,ALLOW,Low
2024-07-21T00:30:53,9.100.233.13,110.37.190.35,ALLOW,High
2024-05-26T15:25:53,188.155.136.197,38.113.164.104,ALLOW,Medium
2024-01-11T19:24:57,171.213.23.234,201.100.148.139,DENY,Medium
2024-02-06T23:30:49,197.161.170.240,215.254.166.122,DENY,High
2024-02-12T02:24:11,83.206.120.180,74.43.100.1,DENY,Low
2024-02-20T02:15:47,112.5.200.29,141.42.37.133,ALLOW,Low
2024-10-26T05:17:46,118.155.80.225,114.181.201.150,ALLOW,Low
2024-07-17T11:00:48,26.159.48.159,186.28.88.158,DENY,Medium
2024-09-11T15:23:47,108.85.105.8,99.146.71.79,ALLOW,Low
2024-11-05T03:25:20,50.228.216.51,27.40.147.198,DENY,Low
2024-09-27T04:55:23,70.179.26.100,112.192.250.193,DENY,High
2024-09-28T03:21:48,38.177.208.42,108.215.117.126,ALLOW,Low
2024-07-25T03:12:33,124.186.11.227,32.58.143.44,ALLOW,Low
2024-02-28T09:36:55,45.27.16.83,8.170.179.129,DENY,Low
2024-09-20T06:04:38,194.243.65.2,59.84.97.192,ALLOW,Medium
